,time,dist,jdif_Mg2,jdif_H,jdif_Cl,jact_Mg2,jact_H,jact_Cl,jmig_Mg2,jmig_H,jmig_Cl,jtot_Mg2,jtot_H,jtot_Cl
1547,43200,0.1055,2.93076e-18,1.4025109999999994e-09,2.966047e-10,-2.7802000893553714e-22,,-1.871090720021527e-14,-4.138832529871993e-19,-8.540180184765487e-10,1.6857742177477847e-10,2.5165987270038653e-18,,4.651634108675782e-10
1548,43200,0.1065,1.0068974999999999e-18,1.149585e-09,2.4440430000000013e-10,-8.687744780615171e-23,,-1.5011099900477982e-14,-1.4018779877642195e-19,-7.015443649062971e-10,1.360819882798276e-10,8.666228237757719e-19,,3.8047127717992725e-10
1549,43200,0.1075,3.4100009999999994e-19,9.367085e-10,2.0071089999999997e-10,-2.5930969908058963e-23,,-9.578548316757791e-15,-4.6709582052317334e-20,-5.738890957282578e-10,1.0870842290390368e-10,2.9426458697777453e-19,,3.094097443555869e-10
1550,43200,0.1085,1.1399661e-19,7.581724999999999e-10,1.6432989999999996e-10,-7.565904873340027e-24,,-7.58901835006489e-15,-1.5303396930039802e-20,-4.670379868179628e-10,8.56393762649414e-11,9.868564716508684e-20,,2.499616872465913e-10
1551,43200,0.1095,3.768849e-20,6.087869999999998e-10,1.3419339999999998e-10,-2.2361863432557283e-24,,-5.218961399880521e-15,-4.93513656631309e-21,-3.7822114268561807e-10,6.631756772217637e-11,3.2751117247343657e-20,,2.0050574876077648e-10
1552,43200,0.1105,1.2354615000000001e-20,4.841405000000001e-10,1.092335e-10,-6.253260662747594e-25,,-3.4817643018390584e-15,-1.5650028249868763e-21,-3.042371338943246e-10,5.016217042329171e-11,1.078898684894685e-20,,1.5939218865898988e-10
1553,43200,0.1115,4.028787e-21,3.805134999999999e-10,8.863569999999998e-11,-1.7878107516028977e-25,,-2.6771970886604715e-15,-4.883971794685735e-22,-2.43004813363666e-10,3.683294831061356e-11,3.540211039456266e-21,,1.2546597111352487e-10
1554,43200,0.1125,1.312605e-21,2.9487849999999996e-10,7.153119999999999e-11,-5.039094569199153e-26,,-1.351972466086641e-15,-1.497852697058229e-22,-1.9226393100643008e-10,2.6017784216170623e-11,1.1627693393484852e-21,,9.754763224370454e-11
1555,43200,0.1135,4.2933239999999995e-22,2.2472699999999993e-10,5.7259350000000004e-11,-1.3964469595428818e-26,,-1.005535132035942e-15,-4.517748791369479e-23,-1.5062614918025488e-10,1.7548705300468943e-11,3.8414094761670974e-22,,7.480704976533691e-11
1556,43200,0.1145,1.417437e-22,1.6850199999999998e-10,4.532059e-11,-4.084328467773195e-27,,-5.485112390573128e-16,-1.337888605218251e-23,-1.165496055532123e-10,1.1199023301071256e-11,1.2836072961934972e-22,,5.6519064789832204e-11
1557,43200,0.1155,4.7445300000000007e-23,1.2438700000000005e-10,3.536197000000001e-11,-9.698111707219907e-28,,-2.587125409474589e-16,-3.8988425247368995e-24,-8.922862079826768e-11,6.731544832924388e-12,4.3545487664092383e-23,,4.2093256120383445e-11
1558,43200,0.1165,1.61469e-23,9.091149999999992e-11,2.726402999999999e-11,-2.6260189329714548e-28,,-1.7624880579621319e-16,-1.1218810611746867e-24,-6.783099563297544e-11,3.790123110861839e-12,1.5024756336932014e-23,,3.1053976862056033e-11
1559,43200,0.1175,5.5987469999999994e-24,6.669150000000004e-11,2.0996e-11,-7.896615135171971e-29,,-1.1274530304629408e-16,-3.210201047453997e-25,-5.178407365159741e-11,1.9774318107351e-12,5.277647929103248e-24,,2.2973319065432054e-11
1560,43200,0.1185,1.9952729999999996e-24,5.051599999999998e-11,1.657055e-11,-1.7930385918547682e-29,,-3.13143245406452e-17,-9.065737990495917e-26,-4.071274386703852e-11,9.107346902635514e-13,1.904597689709122e-24,,1.7481253375939013e-11
1561,43200,0.1195,7.841295000000001e-25,4.134700000000004e-11,1.4060442e-11,-4.288982552732848e-30,,-1.0052451766643379e-17,-1.9051139665132715e-26,-3.416819412755483e-11,2.568389774699301e-13,7.650740713523147e-25,,1.4317270925018163e-11
